actor_entropy,actor_loss,actor_target_entropy,alpha_loss,alpha_value,batch_reward,critic_entropy,critic_entropy_max,critic_entropy_min,critic_loss,critic_norm_entropy,critic_norm_entropy_max,critic_norm_entropy_min,duration,episode,episode_reward,labeled_feedback,step,total_feedback,true_episode_reward
7.355193766238573,-6.568837225191049,-12.0,1.8421246713107533,0.0951638803020254,-0.014417603745258547,18.179600235458846,188.7772914134227,13.36563572487435,0.3919799619869845,2.0968967543707953,21.65630233061087,1.5413100903217976,58.456098556518555,2.0,-14.162715907754318,0.0,2000,0.0,9.766148411648068
5.501210686206818,-12.472545922279357,-12.0,1.5185989857912063,0.0866710524186492,-0.014823436707258225,18.19936603164673,182.2699296913147,11.754033975601196,0.13102653866633773,2.153542193889618,21.56483926010132,1.3908493177890777,66.49854564666748,3.0,-15.236196137342631,0.0,3000,0.0,3.0907374559722087
1.9211319581642747,-19.23942022895813,-12.0,1.112155862092972,0.07973103223741054,-0.015536882970482111,18.79448694229126,166.72673273086548,10.933596446037292,0.21596507193893194,2.258264464855194,20.02851167726517,1.313733466744423,71.57853937149048,4.0,-15.281035174106364,0.0,4000,0.0,10.181290564232516
-1.2553530736900866,-26.76496333694458,-12.0,0.7970754507184029,0.07409777737408876,-0.01448578077275306,19.33045224761963,144.26091679000854,9.443032623291016,0.27551081754267215,2.3817990698814393,17.76931201505661,1.163523721933365,75.57360172271729,5.0,-15.266168248883332,0.0,5000,0.0,9.474619779223442
-2.124541411161423,-34.11927333068848,-12.0,0.680132192671299,0.06887853021919728,-0.013452707638964057,19.43745915412903,145.5739978904724,4.470302470266819,0.5837535768002272,2.454497356891632,18.380441502571106,0.5646477983817458,83.15096044540405,6.0,-8.878430586024479,0.0,6000,0.0,4.1417122912267335
-2.381157770514488,-41.117749935150144,-12.0,0.61146542096138,0.06354616928845644,-0.013256417957134545,19.381362522125244,135.00829954528808,4.593482502281666,0.4699883688390255,2.503878834962845,17.441291266441347,0.5938437502533197,89.81435036659241,7.0,-10.611504618012987,0.0,7000,0.0,6.114306410162626
-3.078985324859619,-47.98386404800415,-12.0,0.5221086459755897,0.0584998233653605,-0.013380209724418819,19.34679004096985,129.65698305130005,4.121844761967659,0.6135710188448429,2.5549538967609404,17.12082311439514,0.5444547699391842,94.952219247818,8.0,-14.388216709397966,0.0,8000,0.0,21.768496302824637
-3.8426614437103273,-54.75580274200439,-12.0,0.43976526212692263,0.05385860515013337,-0.013175560036674142,19.300764629364014,130.42107914733887,4.296642122119665,0.7318087132573128,2.5985019900798796,17.556734986305237,0.5783298806622624,99.34806323051453,9.0,-12.665051135105386,0.0,9000,0.0,16.903849599201543
-5.141418820381165,-61.50883448028564,-12.0,0.3416853893995285,0.049762460201978685,-0.01346399001777172,19.267107774734498,123.29580868530273,4.143839890569448,0.8523505521416664,2.6405857543945315,16.894659652233123,0.568013436332345,106.86311483383179,10.0,-10.96607178445629,0.0,10000,0.0,12.502154355066567
6.95109427690506,-0.9975712894797325,-12.0,0.829530423104763,0.04379155794903636,0.022823043778771535,0.0,0.0,0.0,0.03404456891771406,0.0,0.0,0.0,224.85411286354065,11.0,-15.82183754399739,0.0,11000,0.0,32.46771514986368
6.536167880058288,-1.7873835999965668,-12.0,0.7239329255223275,0.039040710393339395,0.021096857675351202,0.0,0.0,0.0,0.013220918614417314,0.0,0.0,0.0,38.033381938934326,12.0,0.8255360915463825,200.0,12000,200.0,14.720018951401864
5.885359571933746,-2.47812503695488,-12.0,0.634654185116291,0.03547788099572063,0.022128978511784227,0.0,0.0,0.0,0.012699087521526962,0.0,0.0,0.0,40.34375023841858,13.0,16.37041607552237,200.0,13000,200.0,6.301965691123483
5.487232535362244,-3.0847482125759127,-12.0,0.5665888109207153,0.03239404720440507,0.026371475144289433,0.0,0.0,0.0,0.0138538092141971,0.0,0.0,0.0,40.01920986175537,14.0,47.69691622667597,200.0,14000,200.0,6.988588695445014
4.877523230075836,-3.6569174962043762,-12.0,0.5003170977234841,0.02963347044214606,0.03688626940920949,0.0,0.0,0.0,0.015765865388326347,0.0,0.0,0.0,40.52263283729553,15.0,126.28200261657184,200.0,15000,200.0,9.338897711741435
3.8430471680164335,-4.26679026722908,-12.0,0.4306007171273232,0.027164800476282835,0.049680865839123727,0.0,0.0,0.0,0.016465788956731557,0.0,0.0,0.0,39.929749727249146,16.0,215.3680571987934,200.0,16000,200.0,28.914546713436426
2.6929967863559723,-4.893422224998474,-12.0,0.3668533423244953,0.024954176120460032,0.06271980234980583,0.0,0.0,0.0,0.01714505997952074,0.0,0.0,0.0,40.906057834625244,17.0,252.27717745872633,200.0,17000,200.0,394.223754545598
1.680037698328495,-5.522852470874787,-12.0,0.31408157870173453,0.022948140328750016,0.07635804941877723,0.0,0.0,0.0,0.018929864410310984,0.0,0.0,0.0,40.9237003326416,18.0,281.37639482924715,200.0,18000,200.0,17.53377242451022
0.7609122839570045,-6.147293810367584,-12.0,0.2694845923781395,0.021106693049892784,0.08850101869553327,0.0,0.0,0.0,0.01845075508765876,0.0,0.0,0.0,41.00532674789429,19.0,310.79236421582755,200.0,19000,200.0,27.29633079297287
-0.2322749299639836,-6.764109150886536,-12.0,0.22869209131598472,0.019422209110111,0.10034970490634441,0.0,0.0,0.0,0.022102729673497377,0.0,0.0,0.0,40.304147243499756,20.0,309.18008793711124,200.0,20000,200.0,16.584734201383593
-1.1615925248861312,-7.386173906326294,-12.0,0.1939378304630518,0.017883473362773655,0.10959421417117118,0.0,0.0,0.0,0.025805959100835024,0.0,0.0,0.0,68.48862218856812,21.0,313.41032598912716,200.0,21000,200.0,16.730662257355327
-1.9597648085355759,-7.987788157463074,-12.0,0.16543007692694664,0.01646802423149347,0.11887076403200626,0.0,0.0,0.0,0.022593392447568476,0.0,0.0,0.0,41.703572511672974,22.0,275.54570388305,200.0,22000,200.0,201.63204444894959
-2.615194504022598,-8.540062277793885,-12.0,0.14232771840691566,0.01515858566109091,0.127612771615386,0.0,0.0,0.0,0.025415607914328574,0.0,0.0,0.0,40.49832057952881,23.0,328.5165603853093,200.0,23000,200.0,24.075714556521106
-3.2377666625976564,-9.065529903411866,-12.0,0.12226849284768104,0.013946589648723601,0.13562108040601015,0.0,0.0,0.0,0.032477358236908914,0.0,0.0,0.0,40.99449801445007,24.0,311.2076386320841,200.0,24000,200.0,15.392439571651366
-4.001980276346207,-9.571302200317383,-12.0,0.10275283965468407,0.012838655860163271,0.14193380802869796,0.0,0.0,0.0,0.026812377925962208,0.0,0.0,0.0,41.41629767417908,25.0,299.2865512036951,200.0,25000,200.0,16.436169036173432
-4.753101588010788,-10.056901054382324,-12.0,0.08581363805383443,0.01183294203132391,0.14729512339830397,0.0,0.0,0.0,0.029285538347437978,0.0,0.0,0.0,42.570749044418335,26.0,286.1169031490426,200.0,26000,200.0,10.104569651569248
-5.510344772338867,-10.541911933898925,-12.0,0.07090581911802292,0.010917541018687188,0.15314340403676033,0.0,0.0,0.0,0.0322816982511431,0.0,0.0,0.0,42.7010281085968,27.0,293.108080404083,200.0,27000,200.0,17.245775054760546
-6.39226244020462,-11.035662322044372,-12.0,0.05664490059018135,0.010089529604651034,0.1578927247673273,0.0,0.0,0.0,0.037269282666966316,0.0,0.0,0.0,40.54083275794983,28.0,312.34175154918375,200.0,28000,200.0,65.54881230019436
-7.344571530818939,-11.528022428512573,-12.0,0.043610048446804286,0.00935634463839233,0.16296274311840533,0.0,0.0,0.0,0.034836713913828136,0.0,0.0,0.0,38.35108160972595,29.0,257.25917015841696,200.0,29000,200.0,245.33895760653277
-8.218927769660949,-12.017720852851868,-12.0,0.03295038472115994,0.008703347514383494,0.16843311977386474,0.0,0.0,0.0,0.03563465830311179,0.0,0.0,0.0,39.62360501289368,30.0,332.8429903383076,200.0,30000,200.0,19.506997947346587
-9.06882600593567,-12.501283374786377,-12.0,0.023849269123747945,0.008123499413020908,0.17372096702456474,0.0,0.0,0.0,0.038099284948781134,0.0,0.0,0.0,74.62542676925659,31.0,337.70007318095304,200.0,31000,200.0,22.346284009246837
-9.847725108146667,-12.99346238231659,-12.0,0.016427449059672652,0.007617129673715681,0.17921670891344546,0.0,0.0,0.0,0.04013701601885259,0.0,0.0,0.0,42.29155158996582,32.0,323.45521631787415,200.0,32000,200.0,19.87748560395132
-10.575985523223878,-13.472703830718995,-12.0,0.010263231947552413,0.007191585707943886,0.18278735680878164,0.0,0.0,0.0,0.04352229879610241,0.0,0.0,0.0,39.638715982437134,33.0,323.45266231373535,200.0,33000,200.0,18.30554660609894
-11.252012866973876,-13.970101613998413,-12.0,0.005146444644662552,0.0068629330000840125,0.18599775229394436,0.0,0.0,0.0,0.05100217903032899,0.0,0.0,0.0,35.65238118171692,34.0,297.60678670104244,200.0,34000,200.0,22.648105506428507
-11.697051170349122,-14.457862886428833,-12.0,0.002019467438440188,0.006650597726926208,0.187577859506011,0.0,0.0,0.0,0.04583035879582167,0.0,0.0,0.0,40.97713041305542,35.0,245.5118777390453,200.0,35000,200.0,391.49280748525325
-11.848612206459045,-14.897947694778443,-12.0,0.0009885346344890421,0.006511369415093214,0.18969779670238496,0.0,0.0,0.0,0.04910451405867934,0.0,0.0,0.0,40.83580279350281,36.0,279.83241302665556,200.0,36000,200.0,27.2983207889676
-12.023904215812683,-15.314724142074585,-12.0,-0.00015493757470540003,0.006470062716398388,0.19154864823818207,0.0,0.0,0.0,0.05185685194283724,0.0,0.0,0.0,39.739338874816895,37.0,251.3590029227489,200.0,37000,200.0,13.514040152755076
-12.069002102851867,-15.740297066688537,-12.0,-0.0004525454933900619,0.006549218131229282,0.19357827754318715,0.0,0.0,0.0,0.05888309002667665,0.0,0.0,0.0,39.77862811088562,38.0,248.93312341961428,200.0,38000,200.0,16.16688054683267
-12.036069420814513,-16.141676471710205,-12.0,-0.00024012541135016364,0.006678844584152102,0.1948631349503994,0.0,0.0,0.0,0.05885659320279956,0.0,0.0,0.0,41.41712021827698,39.0,254.02877962955972,200.0,39000,200.0,425.92434711613924
-12.028914231300353,-16.524674921035768,-12.0,-0.00019468586932634935,0.006759696342051029,0.19762972685694694,0.0,0.0,0.0,0.055059055976569654,0.0,0.0,0.0,41.78535342216492,40.0,287.8390209301142,200.0,40000,200.0,22.637260710069754
